"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","casosh","poblacionh","casosm","poblacionm","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación"
"1",91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",2,0,337,2,296,0,0,0,1,1,0,0,2,0,2,0,2,0,0,0,0,0,0
"2",91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",1,0,288,1,238,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"3",91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",6,1,2986,5,2789,0,0,0,1,5,0,0,6,0,6,0,1,0,0,0,0,5,0
"4",91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",28,3,3476,25,3328,0,0,0,2,26,0,0,28,0,28,0,10,0,0,0,0,16,2
"5",91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",34,1,3209,33,2967,0,0,0,1,33,0,0,34,0,34,0,10,0,0,0,0,23,1
"6",91,91001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",8,1,5023,7,4367,0,0,0,0,8,0,0,8,0,8,0,2,1,0,0,0,5,0
"7",91,91798,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",1,0,327,1,300,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"8",91,91798,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",1,0,332,1,268,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"9",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",3,0,661,3,658,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0
"10",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",6,1,940,5,869,0,0,0,5,1,0,1,5,0,6,0,0,0,0,0,0,4,2
"11",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",7,0,1071,7,927,0,0,0,2,5,0,0,7,0,7,0,0,0,0,0,0,7,0
"12",5,5002,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",1,0,1668,1,1409,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"13",5,5021,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",1,0,233,1,218,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"14",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",8,2,1028,6,983,0,0,0,2,6,0,0,8,0,8,0,0,0,0,0,0,6,2
"15",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",12,3,1278,9,1234,0,0,0,4,7,1,0,12,0,12,0,0,0,0,0,0,10,2
"16",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",13,0,1405,13,1359,0,0,0,3,10,0,0,13,1,12,0,0,0,0,0,0,10,3
"17",5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",5,0,1464,5,1408,0,0,0,2,3,0,0,5,0,5,0,0,0,0,0,0,5,0
"18",5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",5,2,1554,3,1499,0,0,0,0,5,0,0,5,1,4,0,0,0,0,0,0,4,1
"19",5,5031,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",1,0,2498,1,2429,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"20",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",3,1,1656,2,1503,0,0,0,0,2,1,0,3,0,3,0,0,0,0,0,0,3,0
"21",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",12,3,2032,9,1846,0,0,0,5,6,1,0,12,0,12,0,1,0,0,0,0,11,0
"22",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",7,0,2136,7,1961,0,0,0,7,0,0,0,7,0,7,0,1,0,0,0,0,6,0
"23",5,5034,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",4,1,4336,3,3579,0,0,0,1,3,0,0,4,1,3,0,0,0,0,0,0,4,0
"24",5,5038,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",1,0,512,1,463,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"25",5,5038,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",1,0,1071,1,1002,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"26",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",5,1,946,4,987,0,0,0,1,4,0,0,5,1,4,0,0,0,0,0,0,3,2
"27",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",3,0,1176,3,1104,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,2,1
"28",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",5,0,1169,5,1043,0,0,0,4,1,0,0,5,1,4,0,0,0,0,0,0,5,0
"29",5,5040,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",1,0,1938,1,1765,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"30",5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",1,0,398,1,367,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"31",5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",1,0,400,1,377,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"32",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",6,1,5915,5,5496,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6
"33",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(06 a 11)",17,2,7248,15,6861,0,0,0,1,16,0,1,16,0,17,0,0,1,0,0,0,3,13
"34",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",17,0,7275,17,7106,0,0,0,4,13,0,0,17,0,17,0,0,3,0,0,0,0,14
"35",5,5045,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2019,"(18 a 28)",2,1,12664,1,13053,0,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,1,0
"36",5,5059,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(12 a 17)",2,0,212,2,203,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0
"37",5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2019,"(01 a 05)",4,1,1643,3,1645,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,4,0
