"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","casosh","poblacionh","casosm","poblacionm","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación"
"1",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(01 a 05)",690,NA,164,52.662168974918,526,178.414552657732,0,0,0,NA,2,681,7,NA,3,687,NA,0,690,0,NA,0,0
"2",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(06 a 11)",1163,NA,221,59.7757732307318,942,268.43648570476,0,0,0,NA,4,1156,3,NA,7,1156,NA,5,1158,0,NA,1,5
"3",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",1681,NA,172,45.7424910509603,1509,417.660767565832,0,0,0,NA,9,1668,4,NA,9,1672,NA,9,1672,0,NA,2,6
"4",11,11001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2017,"(18 a 28)",429,NA,33,4.48872717380216,396,55.2271985585143,0,0,0,NA,1,428,0,NA,2,427,NA,12,417,0,NA,0,2
"5",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"Menores de un año",5,NA,2,3.18811470836721,3,5.05518577807734,0,0,0,NA,0,5,0,NA,0,5,NA,0,5,0,NA,0,0
"6",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(01 a 05)",70,NA,22,52.5800052580005,48,119.551681195517,0,0,0,NA,1,69,0,NA,0,70,NA,0,70,0,NA,0,1
"7",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(06 a 11)",161,NA,26,49.6382137879685,135,265.267625560009,0,0,0,NA,2,159,0,NA,0,161,NA,0,161,0,NA,0,1
"8",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",242,NA,17,30.9344008734419,225,412.080364828483,0,0,0,NA,2,240,0,NA,0,242,NA,5,237,0,NA,1,1
"9",13,13001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2017,"(18 a 28)",51,NA,1,1.01178732230485,50,51.5995872033024,0,0,0,NA,0,51,0,NA,2,49,NA,0,51,0,NA,1,3
"10",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"Menores de un año",1,NA,1,12.20703125,0,0,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"11",13,13006,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",1,NA,0,0,1,77.1010023130301,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"12",13,13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(01 a 05)",1,NA,0,0,1,133.155792276964,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"13",13,13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",1,NA,0,0,1,134.589502018843,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"14",13,13030,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2017,"(18 a 28)",1,NA,0,0,1,78.6163522012579,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"15",13,13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",1,NA,0,0,1,82.9187396351576,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
"16",13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(01 a 05)",5,NA,1,25.980774227072,4,108.784335055752,0,0,0,NA,0,5,0,NA,0,5,NA,0,5,0,NA,0,0
"17",13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(06 a 11)",7,NA,1,21.767522855899,6,135.165577832845,0,0,0,NA,0,7,0,NA,0,7,NA,0,7,0,NA,0,0
"18",13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2017,"(12 a 17)",15,NA,1,21.7485863418878,14,315.457413249211,0,0,0,NA,0,15,0,NA,0,15,NA,0,15,0,NA,0,0
"19",13,13052,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2017,"(18 a 28)",4,NA,0,0,4,56.4413715253281,0,0,0,NA,0,4,0,NA,0,4,NA,0,4,0,NA,0,0
