"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","casosh","poblacionh","casosm","poblacionm","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación"
"1",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(01 a 05)",748,NA,197,63.5313770829101,551,187.346781953507,0,0,0,NA,2,740,6,NA,0,748,NA,0,746,2,NA,0,2
"2",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(06 a 11)",1165,NA,243,65.9285204609028,922,263.205222996486,0,0,0,NA,3,1158,4,NA,9,1156,NA,6,1156,3,NA,0,7
"3",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(12 a 17)",1661,NA,162,42.8798305982001,1499,412.530582028638,0,0,0,NA,2,1652,7,NA,18,1643,NA,10,1639,12,NA,0,8
"4",11,11001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2016,"(18 a 28)",441,NA,40,5.46691559355669,401,56.1790669231384,0,0,0,NA,2,437,2,NA,3,438,NA,7,431,3,NA,0,4
"5",11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"Menores de un año",9,NA,3,4.79485991017629,6,10.1378751013788,0,0,0,NA,0,9,0,NA,0,9,NA,0,9,0,NA,0,0
"6",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(01 a 05)",67,NA,15,35.62437657341,52,128.719243526907,0,0,0,NA,1,66,0,NA,0,67,NA,0,67,0,NA,0,0
"7",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(06 a 11)",129,NA,32,60.7164541590771,97,189.139124500341,0,0,0,NA,0,129,0,NA,0,129,NA,1,128,0,NA,0,3
"8",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"(12 a 17)",247,NA,22,39.9774672457342,225,410.711352061771,0,0,0,NA,0,247,0,NA,2,245,NA,1,245,1,NA,0,4
"9",13,13001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2016,"(18 a 28)",63,NA,1,1.0224635236138,62,64.5826605972854,0,0,0,NA,2,61,0,NA,1,62,NA,2,59,2,NA,0,0
"10",13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2016,"Menores de un año",1,NA,1,12.2010736944851,0,0,0,0,0,NA,0,1,0,NA,0,1,NA,0,1,0,NA,0,0
