"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","casosh","poblacionh","casosm","poblacionm","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación"
"1",11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",1314,722847,371162,68.1643056131824,351685,301.690433200165,1310,1,9,1305,8,1306,2,13,4,0,0,1166,129,1314,NA,NA,NA,NA
"2",11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",1585,734488,374811,46.6901985267241,359677,392.018394281536,1578,4,14,1571,7,1578,3,10,0,0,0,1450,122,1585,NA,NA,NA,NA
"3",11001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2018,"(18 a 28)",359,1458269,737666,3.79575580276168,720603,45.9337527043323,358,0,1,358,9,350,2,1,0,0,0,319,37,359,NA,NA,NA,NA
"4",11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"Menores de un año",8,122409,62875,4.7713717693837,59534,8.39856216615715,7,1,0,8,0,8,0,0,0,0,0,7,1,8,NA,NA,NA,NA
"5",13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(01 a 05)",90,81565,41612,40.8535999230991,39953,182.714689760469,90,0,0,90,1,89,0,1,0,0,0,86,3,90,NA,NA,NA,NA
"6",13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",193,102556,52033,67.2650049007361,50523,312.728856164519,191,0,0,193,2,191,0,2,0,0,0,180,11,193,NA,NA,NA,NA
"7",13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",293,109139,54831,49.2422169940362,54308,489.798924651985,291,0,1,292,5,288,0,3,0,0,0,271,19,293,NA,NA,NA,NA
"8",13001,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2018,"(18 a 28)",59,197666,99782,8.01747810226293,97884,52.1024886600466,58,0,0,59,2,57,0,3,0,0,0,52,4,59,NA,NA,NA,NA
"9",13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"Menores de un año",1,16120,8219,0,7901,12.6566257435768,1,0,0,1,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA
"10",13006,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",2,2665,1367,0,1298,154.083204930663,2,0,0,2,0,2,0,0,0,0,0,2,0,2,NA,NA,NA,NA
"11",13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",1,1708,890,112.359550561798,818,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA
"12",13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(01 a 05)",1,2552,1302,0,1250,80,0,0,0,1,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA
"13",13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",2,2706,1391,0,1315,152.091254752852,2,0,0,2,0,2,0,0,0,0,0,1,1,2,NA,NA,NA,NA
"14",13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",2,2577,1368,73.0994152046784,1209,82.7129859387924,2,0,0,2,0,2,0,0,0,0,0,2,0,2,NA,NA,NA,NA
"15",13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(01 a 05)",3,7597,3883,51.5065670873036,3714,26.9251480883145,3,0,0,3,0,3,0,0,0,0,0,3,0,3,NA,NA,NA,NA
"16",13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",4,9100,4635,21.5749730312837,4465,67.1892497200448,4,0,0,4,0,4,0,0,0,0,0,2,2,4,NA,NA,NA,NA
"17",13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",20,9057,4606,86.8432479374729,4451,359.469782071445,19,0,0,20,0,20,0,0,0,0,1,16,3,20,NA,NA,NA,NA
"18",13052,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2018,"(18 a 28)",4,15331,8066,12.3977188197372,7265,41.2938747419133,4,0,0,4,1,3,0,0,0,0,0,4,0,4,NA,NA,NA,NA
"19",13074,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(01 a 05)",2,2505,1281,0,1224,163.398692810458,2,0,0,2,0,2,0,0,0,0,0,2,0,2,NA,NA,NA,NA
"20",13074,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",3,2630,1335,74.9063670411985,1295,154.440154440154,3,0,0,3,0,3,0,0,0,0,0,3,0,3,NA,NA,NA,NA
"21",13074,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(12 a 17)",2,2341,1190,0,1151,173.761946133797,1,0,0,2,0,2,0,0,0,0,0,2,0,2,NA,NA,NA,NA
"22",13140,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2018,"(06 a 11)",1,3024,1624,0,1400,71.4285714285714,1,0,0,1,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA
